3000,Andhra Pradesh,Visakhapatnam,RINL Visakha Steel General Hospital,https://www.medindia.net/directories/hospitals/rinl-visakha-steel-general-hospital-visakhapatnam-andhra-pradesh-22636.htm,Visakhapatnam - 530032, Andhra Pradesh
3120,Andhra Pradesh,Visakhapatnam,Sri Venkat Speech and Hearing Clinic,https://www.medindia.net/directories/hospitals/sri-venkat-speech-and-hearing-clinic-visakhapatnam-andhra-pradesh-78575.htm,Visakhapatnam - 530026, Andhra Pradesh
3121,Andhra Pradesh,Visakhapatnam,Sri Venkateswar Clinic Dermotology,https://www.medindia.net/directories/hospitals/sri-venkateswar-clinic-dermotology-visakhapatnam-andhra-pradesh-92575.htm,Visakhapatnam - 530011, Andhra Pradesh
3122,Andhra Pradesh,Visakhapatnam,Sri Venkateswara Poly Clinic,https://www.medindia.net/directories/hospitals/sri-venkateswara-poly-clinic-visakhapatnam-andhra-pradesh-70303.htm,Visakhapatnam - 530008, Andhra Pradesh
3123,Andhra Pradesh,Visakhapatnam,Sri Vidya Beauty Clinic,https://www.medindia.net/directories/hospitals/sri-vidya-beauty-clinic-visakhapatnam-andhra-pradesh-15191.htm,Visakhapatnam - 530002, Andhra Pradesh
3124,Andhra Pradesh,Visakhapatnam,Sri Vijaya Dental Clinic,https://www.medindia.net/directories/hospitals/sri-vijaya-dental-clinic-visakhapatnam-andhra-pradesh-66346.htm,Visakhapatnam - 531011, Andhra Pradesh
3125,Andhra Pradesh,Visakhapatnam,Srikanth's Homoeo Clinic,https://www.medindia.net/directories/hospitals/srikanths-homoeo-clinic-visakhapatnam-andhra-pradesh-10029.htm,Visakhapatnam - 530003, Andhra Pradesh
3126,Andhra Pradesh,Visakhapatnam,Srinivas Hospital,https://www.medindia.net/directories/hospitals/srinivas-hospital-visakhapatnam-andhra-pradesh-67903.htm,Visakhapatnam - 531019, Andhra Pradesh
3127,Andhra Pradesh,Visakhapatnam,Srinivasa Children Hospital,https://www.medindia.net/directories/hospitals/srinivasa-children-hospital-visakhapatnam-andhra-pradesh-71377.htm,Visakhapatnam - 531001, Andhra Pradesh
3128,Andhra Pradesh,Visakhapatnam,Sriramana Muddukrishna Children Hopsital,https://www.medindia.net/directories/hospitals/sriramana-muddukrishna-children-hopsital-visakhapatnam-andhra-pradesh-92577.htm,Visakhapatnam - 530026, Andhra Pradesh
3129,Andhra Pradesh,Visakhapatnam,Srirampuram Government Hospital,https://www.medindia.net/directories/hospitals/srirampuram-government-hospital-visakhapatnam-andhra-pradesh-84667.htm,Visakhapatnam - 531127, Andhra Pradesh
3130,Andhra Pradesh,Visakhapatnam,Srl Hospital,https://www.medindia.net/directories/hospitals/srl-hospital-visakhapatnam-andhra-pradesh-35469.htm,Visakhapatnam - 530006, Andhra Pradesh
3131,Andhra Pradesh,Visakhapatnam,SSS Dental Hospital,https://www.medindia.net/directories/hospitals/sss-dental-hospital-visakhapatnam-andhra-pradesh-33195.htm,Visakhapatnam - 530026, Andhra Pradesh
3132,Andhra Pradesh,Visakhapatnam,St Lukes College Of Nursing,https://www.medindia.net/directories/hospitals/st-lukes-college-of-nursing-visakhapatnam-andhra-pradesh-43804.htm,Visakhapatnam - 530003, Andhra Pradesh
3133,Andhra Pradesh,Visakhapatnam,ST. Joseph's Hospital School Of Nursing,https://www.medindia.net/directories/hospitals/st-josephs-hospital-school-of-nursing-visakhapatnam-andhra-pradesh-74088.htm,Visakhapatnam - 530002, Andhra Pradesh
3134,Andhra Pradesh,Visakhapatnam,Sudha Clinic,https://www.medindia.net/directories/hospitals/sudha-clinic-visakhapatnam-andhra-pradesh-92578.htm,Visakhapatnam - 530020, Andhra Pradesh
3135,Andhra Pradesh,Visakhapatnam,Sudha Nursing Home,https://www.medindia.net/directories/hospitals/sudha-nursing-home-visakhapatnam-andhra-pradesh-100560.htm,Visakhapatnam - 530002, Andhra Pradesh
3136,Andhra Pradesh,Visakhapatnam,Sudhakar Dental Clinic,https://www.medindia.net/directories/hospitals/sudhakar-dental-clinic-visakhapatnam-andhra-pradesh-24534.htm,Visakhapatnam - 530026, Andhra Pradesh
3137,Andhra Pradesh,Visakhapatnam,Sujatha Dental Hospital,https://www.medindia.net/directories/hospitals/sujatha-dental-hospital-visakhapatnam-andhra-pradesh-58463.htm,Visakhapatnam - 530002, Andhra Pradesh
3138,Andhra Pradesh,Visakhapatnam,Sujatha Hospital,https://www.medindia.net/directories/hospitals/sujatha-hospital-visakhapatnam-andhra-pradesh-62721.htm,Visakhapatnam - 530026, Andhra Pradesh
3139,Andhra Pradesh,Visakhapatnam,Sujna Clinic,https://www.medindia.net/directories/hospitals/sujna-clinic-visakhapatnam-andhra-pradesh-60462.htm,Visakhapatnam - 530022, Andhra Pradesh
3140,Andhra Pradesh,Visakhapatnam,Suma Maternity Hospital,https://www.medindia.net/directories/hospitals/suma-maternity-hospital-visakhapatnam-andhra-pradesh-10324.htm,Visakhapatnam - 530016, Andhra Pradesh
3141,Andhra Pradesh,Visakhapatnam,Sun Dental Hospital,https://www.medindia.net/directories/hospitals/sun-dental-hospital-visakhapatnam-andhra-pradesh-76945.htm,Visakhapatnam - 530003, Andhra Pradesh
3142,Andhra Pradesh,Visakhapatnam,Sun Multi Specialitie Hospitals,https://www.medindia.net/directories/hospitals/sun-multi-specialitie-hospitals-visakhapatnam-andhra-pradesh-42038.htm,Visakhapatnam - 530041, Andhra Pradesh
3143,Andhra Pradesh,Visakhapatnam,Sun Multi Speciality Hospital,https://www.medindia.net/directories/hospitals/sun-multi-speciality-hospital-visakhapatnam-andhra-pradesh-19391.htm,Visakhapatnam - 530008, Andhra Pradesh
3144,Andhra Pradesh,Visakhapatnam,Sun Multispeciality Hospital,https://www.medindia.net/directories/hospitals/sun-multispeciality-hospital-visakhapatnam-andhra-pradesh-43915.htm,Visakhapatnam - 530008, Andhra Pradesh
3145,Andhra Pradesh,Visakhapatnam,Sunita Nursing Home,https://www.medindia.net/directories/hospitals/sunita-nursing-home-visakhapatnam-andhra-pradesh-19559.htm,Visakhapatnam - 531113, Andhra Pradesh
3146,Andhra Pradesh,Visakhapatnam,Sunitha Nursing Home,https://www.medindia.net/directories/hospitals/sunitha-nursing-home-visakhapatnam-andhra-pradesh-19568.htm,Visakhapatnam - 531027, Andhra Pradesh
3147,Andhra Pradesh,Visakhapatnam,Sunrise Children's Hospital,https://www.medindia.net/directories/hospitals/sunrise-childrens-hospital-visakhapatnam-andhra-pradesh-78036.htm,Visakhapatnam - 530026, Andhra Pradesh
3148,Andhra Pradesh,Visakhapatnam,Sunrise Childrens Hospital,https://www.medindia.net/directories/hospitals/sunrise-childrens-hospital-visakhapatnam-andhra-pradesh-20354.htm,Visakhapatnam - 530026, Andhra Pradesh
3149,Andhra Pradesh,Visakhapatnam,Suraj Multispeciality Dental Clinic,https://www.medindia.net/directories/hospitals/suraj-multispeciality-dental-clinic-visakhapatnam-andhra-pradesh-59919.htm,Visakhapatnam - 530002, Andhra Pradesh
3150,Andhra Pradesh,Visakhapatnam,Suraksha Health Park Hospital,https://www.medindia.net/directories/hospitals/suraksha-health-park-hospital-visakhapatnam-andhra-pradesh-97548.htm,Visakhapatnam - 530009, Andhra Pradesh
3151,Andhra Pradesh,Visakhapatnam,Suraksha Health Park Hospital,https://www.medindia.net/directories/hospitals/suraksha-health-park-hospital-visakhapatnam-andhra-pradesh-63376.htm,Visakhapatnam - 530018, Andhra Pradesh
3152,Andhra Pradesh,Visakhapatnam,Suraksha Health Park Hospitals,https://www.medindia.net/directories/hospitals/suraksha-health-park-hospitals-visakhapatnam-andhra-pradesh-42954.htm,Visakhapatnam - 530018, Andhra Pradesh
3153,Andhra Pradesh,Visakhapatnam,Surya Chandra Polyclinic,https://www.medindia.net/directories/hospitals/surya-chandra-polyclinic-visakhapatnam-andhra-pradesh-35843.htm,Visakhapatnam - 530047, Andhra Pradesh
3154,Andhra Pradesh,Visakhapatnam,Surya Clinic,https://www.medindia.net/directories/hospitals/surya-clinic-visakhapatnam-andhra-pradesh-42587.htm,Visakhapatnam - 530011, Andhra Pradesh
3155,Andhra Pradesh,Visakhapatnam,Surya Teja Multi Specialty Hospital,https://www.medindia.net/directories/hospitals/surya-teja-multi-specialty-hospital-visakhapatnam-andhra-pradesh-59562.htm,Visakhapatnam - 531011, Andhra Pradesh
3156,Andhra Pradesh,Visakhapatnam,Surya Teja Multispeciality Hospital,https://www.medindia.net/directories/hospitals/surya-teja-multispeciality-hospital-visakhapatnam-andhra-pradesh-97623.htm,Visakhapatnam - 531011, Andhra Pradesh
3157,Andhra Pradesh,Visakhapatnam,Suseela Trauma Clinic,https://www.medindia.net/directories/hospitals/suseela-trauma-clinic-visakhapatnam-andhra-pradesh-58012.htm,Visakhapatnam - 530016, Andhra Pradesh
3158,Andhra Pradesh,Visakhapatnam,Susruta Hospital,https://www.medindia.net/directories/hospitals/susruta-hospital-visakhapatnam-andhra-pradesh-11199.htm,Visakhapatnam - 530026, Andhra Pradesh
3159,Andhra Pradesh,Visakhapatnam,Susrutha Hospital,https://www.medindia.net/directories/hospitals/susrutha-hospital-visakhapatnam-andhra-pradesh-92579.htm,Visakhapatnam - 530026, Andhra Pradesh
3160,Andhra Pradesh,Visakhapatnam,SVR Clinic,https://www.medindia.net/directories/hospitals/svr-clinic-visakhapatnam-andhra-pradesh-14673.htm,Visakhapatnam - 530016, Andhra Pradesh
3161,Andhra Pradesh,Visakhapatnam,Svs Super Speciality Denal Hospital,https://www.medindia.net/directories/hospitals/svs-super-speciality-denal-hospital-visakhapatnam-andhra-pradesh-72942.htm,Visakhapatnam - 530002, Andhra Pradesh
3162,Andhra Pradesh,Visakhapatnam,Swamy Vivekananda Medical Centre,https://www.medindia.net/directories/hospitals/swamy-vivekananda-medical-centre-visakhapatnam-andhra-pradesh-92580.htm,Visakhapatnam - 530017, Andhra Pradesh
3163,Andhra Pradesh,Visakhapatnam,Swamy Vivekananda Nature Cure Hospital & Yogashram,https://www.medindia.net/directories/hospitals/swamy-vivekananda-nature-cure-hospital-yogashram-visakhapatnam-andhra-pradesh-84593.htm,Visakhapatnam - 530017, Andhra Pradesh
3164,Andhra Pradesh,Visakhapatnam,T B And Chest Hospital,https://www.medindia.net/directories/hospitals/t-b-and-chest-hospital-visakhapatnam-andhra-pradesh-36241.htm,Visakhapatnam - 530013, Andhra Pradesh
3165,Andhra Pradesh,Visakhapatnam,T.Narayana Rao,https://www.medindia.net/directories/hospitals/tnarayana-rao-visakhapatnam-andhra-pradesh-27942.htm,Visakhapatnam - 530001, Andhra Pradesh
3166,Andhra Pradesh,Visakhapatnam,Talasila Super Speciality Dental Hospital,https://www.medindia.net/directories/hospitals/talasila-super-speciality-dental-hospital-visakhapatnam-andhra-pradesh-84559.htm,Visakhapatnam - 530026, Andhra Pradesh
3167,Andhra Pradesh,Visakhapatnam,The Apollo Clinic,https://www.medindia.net/directories/hospitals/the-apollo-clinic-visakhapatnam-andhra-pradesh-55479.htm,Visakhapatnam - 530013, Andhra Pradesh
3168,Andhra Pradesh,Visakhapatnam,The Good Samaritan Homoeo Hospital,https://www.medindia.net/directories/hospitals/the-good-samaritan-homoeo-hospital-visakhapatnam-andhra-pradesh-30684.htm,Visakhapatnam - 530013, Andhra Pradesh
3169,Andhra Pradesh,Visakhapatnam,The Psychology Clinic,https://www.medindia.net/directories/hospitals/the-psychology-clinic-visakhapatnam-andhra-pradesh-18013.htm,Visakhapatnam - 530017, Andhra Pradesh
3170,Andhra Pradesh,Visakhapatnam,The Smile Super Speciality Dental Clinic,https://www.medindia.net/directories/hospitals/the-smile-super-speciality-dental-clinic-visakhapatnam-andhra-pradesh-34012.htm,Visakhapatnam - 530002, Andhra Pradesh
3171,Andhra Pradesh,Visakhapatnam,Touch Skin Clinic,https://www.medindia.net/directories/hospitals/touch-skin-clinic-visakhapatnam-andhra-pradesh-60732.htm,Visakhapatnam - 530016, Andhra Pradesh
3172,Andhra Pradesh,Visakhapatnam,Trinity Clinic & Medicare,https://www.medindia.net/directories/hospitals/trinity-clinic-medicare-visakhapatnam-andhra-pradesh-92581.htm,Visakhapatnam - 530002, Andhra Pradesh
3173,Andhra Pradesh,Visakhapatnam,Tripura Medical Centre,https://www.medindia.net/directories/hospitals/tripura-medical-centre-visakhapatnam-andhra-pradesh-92582.htm,Visakhapatnam - 530002, Andhra Pradesh
3174,Andhra Pradesh,Visakhapatnam,Ujhwal Hospital,https://www.medindia.net/directories/hospitals/ujhwal-hospital-visakhapatnam-andhra-pradesh-89060.htm,Visakhapatnam - 530041, Andhra Pradesh
3175,Andhra Pradesh,Visakhapatnam,Umavalli Clinic,https://www.medindia.net/directories/hospitals/umavalli-clinic-visakhapatnam-andhra-pradesh-43960.htm,Visakhapatnam - 530017, Andhra Pradesh
3176,Andhra Pradesh,Visakhapatnam,Urban Primary Health Center,https://www.medindia.net/directories/hospitals/urban-primary-health-center-visakhapatnam-andhra-pradesh-90083.htm,Visakhapatnam - 530020, Andhra Pradesh
3177,Andhra Pradesh,Visakhapatnam,Urban Primary Health Center,https://www.medindia.net/directories/hospitals/urban-primary-health-center-visakhapatnam-andhra-pradesh-90077.htm,Visakhapatnam - 530022, Andhra Pradesh
3178,Andhra Pradesh,Visakhapatnam,Urban Primary Health Center Fisherman Colony,https://www.medindia.net/directories/hospitals/urban-primary-health-center-fisherman-colony-visakhapatnam-andhra-pradesh-90065.htm,Visakhapatnam - 530017, Andhra Pradesh
3179,Andhra Pradesh,Visakhapatnam,Usha Prime Hospital,https://www.medindia.net/directories/hospitals/usha-prime-hospital-visakhapatnam-andhra-pradesh-72798.htm,Visakhapatnam - 531001, Andhra pradesh
3180,Andhra Pradesh,Visakhapatnam,Vaatsalya Hospitals,https://www.medindia.net/directories/hospitals/vaatsalya-hospitals-visakhapatnam-andhra-pradesh-65331.htm,Visakhapatnam - 530041, Andhra Pradesh
3181,Andhra Pradesh,Visakhapatnam,Vaishnavi Hospital,https://www.medindia.net/directories/hospitals/vaishnavi-hospital-visakhapatnam-andhra-pradesh-10168.htm,Visakhapatnam - 530002, Andhra Pradesh
3182,Andhra Pradesh,Visakhapatnam,Vaishnavi Poly Clinic,https://www.medindia.net/directories/hospitals/vaishnavi-poly-clinic-visakhapatnam-andhra-pradesh-56677.htm,Visakhapatnam - 530007, Andhra Pradesh
3183,Andhra Pradesh,Visakhapatnam,Vaishnavi Skin & Laser Clinic,https://www.medindia.net/directories/hospitals/vaishnavi-skin-laser-clinic-visakhapatnam-andhra-pradesh-15130.htm,Visakhapatnam - 530017, Andhra Pradesh
3184,Andhra Pradesh,Visakhapatnam,Vandana Homoeopathic Hospital,https://www.medindia.net/directories/hospitals/vandana-homoeopathic-hospital-visakhapatnam-andhra-pradesh-37213.htm,Visakhapatnam - 530016, Andhra Pradesh
3185,Andhra Pradesh,Visakhapatnam,Vanesa Slimming Beauty And Health Clinic,https://www.medindia.net/directories/hospitals/vanesa-slimming-beauty-and-health-clinic-visakhapatnam-andhra-pradesh-56629.htm,Visakhapatnam - 530013, Andhra Pradesh
3186,Andhra Pradesh,Visakhapatnam,Varams Multi Speciality Clinics,https://www.medindia.net/directories/hospitals/varams-multi-speciality-clinics-visakhapatnam-andhra-pradesh-28717.htm,Visakhapatnam - 530016, Andhra Pradesh
3187,Andhra Pradesh,Visakhapatnam,Vasan Eye Care Hospital,https://www.medindia.net/directories/hospitals/vasan-eye-care-hospital-visakhapatnam-andhra-pradesh-59270.htm,Visakhapatnam - 530002, Andhra Pradesh
3188,Andhra Pradesh,Visakhapatnam,Vasan Eye Care Hospital-Visakhapatnam,https://www.medindia.net/directories/hospitals/vasan-eye-care-hospital-visakhapatnam-visakhapatnam-andhra-pradesh-35728.htm,Visakhapatnam - 530002, Andhra Pradesh
3189,Andhra Pradesh,Visakhapatnam,Vedanta Polyclinic L.L.P.,https://www.medindia.net/directories/hospitals/vedanta-polyclinic-llp-visakhapatnam-andhra-pradesh-75453.htm,Visakhapatnam - 530041, Andhra Pradesh
3190,Andhra Pradesh,Visakhapatnam,Venkat Bagavati Dental Clinic,https://www.medindia.net/directories/hospitals/venkat-bagavati-dental-clinic-visakhapatnam-andhra-pradesh-50080.htm,Visakhapatnam - 530016, Andhra Pradesh
3191,Andhra Pradesh,Visakhapatnam,Venkatarama Hospital,https://www.medindia.net/directories/hospitals/venkatarama-hospital-visakhapatnam-andhra-pradesh-97631.htm,Visakhapatnam - 530016, Andhra Pradesh
3192,Andhra Pradesh,Visakhapatnam,Venkatarama Hospital,https://www.medindia.net/directories/hospitals/venkatarama-hospital-visakhapatnam-andhra-pradesh-97660.htm,Visakhapatnam - 531001, Andhra Pradesh
3193,Andhra Pradesh,Visakhapatnam,Venkataramana Nursing Home,https://www.medindia.net/directories/hospitals/venkataramana-nursing-home-visakhapatnam-andhra-pradesh-92583.htm,Visakhapatnam - 530002, Andhra Pradesh
3194,Andhra Pradesh,Visakhapatnam,Venkatrama Hospital,https://www.medindia.net/directories/hospitals/venkatrama-hospital-visakhapatnam-andhra-pradesh-7903.htm,Visakhapatnam - 530010, Andhra Pradesh
3195,Andhra Pradesh,Visakhapatnam,Vennela Hospital,https://www.medindia.net/directories/hospitals/vennela-hospital-visakhapatnam-andhra-pradesh-58852.htm,Visakhapatnam - 531055, Andhra Pradesh
3196,Andhra Pradesh,Visakhapatnam,Venteshwara Clinic,https://www.medindia.net/directories/hospitals/venteshwara-clinic-visakhapatnam-andhra-pradesh-12822.htm,Visakhapatnam - 530020, Andhra Pradesh
3197,Andhra Pradesh,Visakhapatnam,Venus Beauty Clinic,https://www.medindia.net/directories/hospitals/venus-beauty-clinic-visakhapatnam-andhra-pradesh-49742.htm,Visakhapatnam - 530016, Andhra Pradesh
3198,Andhra Pradesh,Visakhapatnam,Veterinary Hospitals,https://www.medindia.net/directories/hospitals/veterinary-hospitals-visakhapatnam-andhra-pradesh-53843.htm,Visakhapatnam - 530013, Andhra Pradesh
3199,Andhra Pradesh,Visakhapatnam,Vijay Dental Clinic,https://www.medindia.net/directories/hospitals/vijay-dental-clinic-visakhapatnam-andhra-pradesh-72941.htm,Visakhapatnam - 530013, Andhra Pradesh
3200,Andhra Pradesh,Visakhapatnam,Vijay Superspeciality Dental Hospital,https://www.medindia.net/directories/hospitals/vijay-superspeciality-dental-hospital-visakhapatnam-andhra-pradesh-20242.htm,Visakhapatnam - 530003, Andhra Pradesh
3201,Andhra Pradesh,Visakhapatnam,Vijaya Hospital,https://www.medindia.net/directories/hospitals/vijaya-hospital-visakhapatnam-andhra-pradesh-47012.htm,Visakhapatnam - 530006, Andhra Pradesh
3202,Andhra Pradesh,Visakhapatnam,Vijaya Hospital (Ghandi Chowk)-Visakhapatnam,https://www.medindia.net/directories/hospitals/vijaya-hospital-ghandi-chowk-visakhapatnam-visakhapatnam-andhra-pradesh-13016.htm,Visakhapatnam - 531001, Andhra Pradesh
3203,Andhra Pradesh,Visakhapatnam,Vijaya Hospital (MVP Colony)-Visakhapatnam,https://www.medindia.net/directories/hospitals/vijaya-hospital-mvp-colony-visakhapatnam-visakhapatnam-andhra-pradesh-13012.htm,Visakhapatnam - 530017, Andhra Pradesh
3204,Andhra Pradesh,Visakhapatnam,Vijaya Medical Centre,https://www.medindia.net/directories/hospitals/vijaya-medical-centre-visakhapatnam-andhra-pradesh-35408.htm,Visakhapatnam - 530002, Andhra Pradesh
3205,Andhra Pradesh,Visakhapatnam,Vijaya Rama Well Woman Clinic,https://www.medindia.net/directories/hospitals/vijaya-rama-well-woman-clinic-visakhapatnam-andhra-pradesh-33219.htm,Visakhapatnam - 530017, Andhra Pradesh
3206,Andhra Pradesh,Visakhapatnam,Vijaya Sai Homoeo Hospital,https://www.medindia.net/directories/hospitals/vijaya-sai-homoeo-hospital-visakhapatnam-andhra-pradesh-58459.htm,Visakhapatnam - 530009, Andhra Pradesh
3207,Andhra Pradesh,Visakhapatnam,Vijetha Hospital,https://www.medindia.net/directories/hospitals/vijetha-hospital-visakhapatnam-andhra-pradesh-41807.htm,Visakhapatnam - 530002, Andhra Pradesh
3208,Andhra Pradesh,Visakhapatnam,Vijetha Multi Speciality Hospital,https://www.medindia.net/directories/hospitals/vijetha-multi-speciality-hospital-visakhapatnam-andhra-pradesh-35423.htm,Visakhapatnam - 530002, Andhra Pradesh
3209,Andhra Pradesh,Visakhapatnam,Vijju Dental Clinic,https://www.medindia.net/directories/hospitals/vijju-dental-clinic-visakhapatnam-andhra-pradesh-51783.htm,Visakhapatnam - 531055, Andhra Pradesh
3210,Andhra Pradesh,Visakhapatnam,Visakha Children Hospital,https://www.medindia.net/directories/hospitals/visakha-children-hospital-visakhapatnam-andhra-pradesh-4521.htm,Visakhapatnam - 530002, Andhra Pradesh
3211,Andhra Pradesh,Visakhapatnam,Visakha Children Hospital,https://www.medindia.net/directories/hospitals/visakha-children-hospital-visakhapatnam-andhra-pradesh-92549.htm,Visakhapatnam - 530002, Andhra Pradesh
3212,Andhra Pradesh,Visakhapatnam,Visakha Childrens Hospital,https://www.medindia.net/directories/hospitals/visakha-childrens-hospital-visakhapatnam-andhra-pradesh-92547.htm,Visakhapatnam - 530011, Andhra Pradesh
